text_input,output
"Hi, I have  chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration. What should I do?","It seems like you have Hypertension. Don't worry.Hypertension (HTN or HT), also known as high blood pressure (HBP), is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does not cause symptoms.You can meditation, salt baths, reduce stress, get proper sleep. "
"Hi, I have  headache,  dizziness,  loss_of_balance,  lack_of_concentration. What should I do?","It seems like you have Hypertension. Don't worry.Hypertension (HTN or HT), also known as high blood pressure (HBP), is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does not cause symptoms.You can meditation, salt baths, reduce stress, get proper sleep. "
"Hi, I have  headache,  chest_pain,  loss_of_balance,  lack_of_concentration. What should I do?","It seems like you have Hypertension. Don't worry.Hypertension (HTN or HT), also known as high blood pressure (HBP), is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does not cause symptoms.You can meditation, salt baths, reduce stress, get proper sleep. "
"Hi, I have  headache,  chest_pain,  dizziness,  lack_of_concentration. What should I do?","It seems like you have Hypertension. Don't worry.Hypertension (HTN or HT), also known as high blood pressure (HBP), is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does not cause symptoms.You can meditation, salt baths, reduce stress, get proper sleep. "
"Hi, I have  headache,  chest_pain,  dizziness,  loss_of_balance. What should I do?","It seems like you have Hypertension. Don't worry.Hypertension (HTN or HT), also known as high blood pressure (HBP), is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does not cause symptoms.You can meditation, salt baths, reduce stress, get proper sleep. "
"Hi, I have  headache,  chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration. What should I do?","It seems like you have Hypertension. Don't worry.Hypertension (HTN or HT), also known as high blood pressure (HBP), is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does not cause symptoms.You can meditation, salt baths, reduce stress, get proper sleep. "
"Hi, I have  chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration. What should I do?","It seems like you have Hypertension. Don't worry.Hypertension (HTN or HT), also known as high blood pressure (HBP), is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does not cause symptoms.You can meditation, salt baths, reduce stress, get proper sleep. "
"Hi, I have  headache,  dizziness,  loss_of_balance,  lack_of_concentration. What should I do?","It seems like you have Hypertension. Don't worry.Hypertension (HTN or HT), also known as high blood pressure (HBP), is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does not cause symptoms.You can meditation, salt baths, reduce stress, get proper sleep. "
"Hi, I have  headache,  chest_pain,  loss_of_balance,  lack_of_concentration. What should I do?","It seems like you have Hypertension. Don't worry.Hypertension (HTN or HT), also known as high blood pressure (HBP), is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does not cause symptoms.You can meditation, salt baths, reduce stress, get proper sleep. "
"Hi, I have  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances. What should I do?","It seems like you have Migraine. Don't worry.A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.You can meditation, reduce stress, use poloroid glasses in sun, consult doctor. "
"Hi, I have  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances. What should I do?","It seems like you have Migraine. Don't worry.A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.You can meditation, reduce stress, use poloroid glasses in sun, consult doctor. "
"Hi, I have  acidity,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances. What should I do?","It seems like you have Migraine. Don't worry.A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.You can meditation, reduce stress, use poloroid glasses in sun, consult doctor. "
"Hi, I have  acidity,  indigestion,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances. What should I do?","It seems like you have Migraine. Don't worry.A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.You can meditation, reduce stress, use poloroid glasses in sun, consult doctor. "
"Hi, I have  acidity,  indigestion,  headache,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances. What should I do?","It seems like you have Migraine. Don't worry.A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.You can meditation, reduce stress, use poloroid glasses in sun, consult doctor. "
"Hi, I have  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  stiff_neck,  depression,  irritability,  visual_disturbances. What should I do?","It seems like you have Migraine. Don't worry.A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.You can meditation, reduce stress, use poloroid glasses in sun, consult doctor. "
"Hi, I have  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  depression,  irritability,  visual_disturbances. What should I do?","It seems like you have Migraine. Don't worry.A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.You can meditation, reduce stress, use poloroid glasses in sun, consult doctor. "
"Hi, I have  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  irritability,  visual_disturbances. What should I do?","It seems like you have Migraine. Don't worry.A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.You can meditation, reduce stress, use poloroid glasses in sun, consult doctor. "
"Hi, I have  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  visual_disturbances. What should I do?","It seems like you have Migraine. Don't worry.A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.You can meditation, reduce stress, use poloroid glasses in sun, consult doctor. "
"Hi, I have  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability. What should I do?","It seems like you have Migraine. Don't worry.A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.You can meditation, reduce stress, use poloroid glasses in sun, consult doctor. "
"Hi, I have  back_pain,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance. What should I do?","It seems like you have Cervical spondylosis. Don't worry.Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).You can use heating pad or cold pack, exercise, take otc pain reliver, consult doctor. "
"Hi, I have  back_pain,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance. What should I do?","It seems like you have Cervical spondylosis. Don't worry.Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).You can use heating pad or cold pack, exercise, take otc pain reliver, consult doctor. "
"Hi, I have  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance. What should I do?","It seems like you have Cervical spondylosis. Don't worry.Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).You can use heating pad or cold pack, exercise, take otc pain reliver, consult doctor. "
"Hi, I have  back_pain,  neck_pain,  dizziness,  loss_of_balance. What should I do?","It seems like you have Cervical spondylosis. Don't worry.Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).You can use heating pad or cold pack, exercise, take otc pain reliver, consult doctor. "
"Hi, I have  back_pain,  weakness_in_limbs,  dizziness,  loss_of_balance. What should I do?","It seems like you have Cervical spondylosis. Don't worry.Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).You can use heating pad or cold pack, exercise, take otc pain reliver, consult doctor. "
"Hi, I have  back_pain,  weakness_in_limbs,  neck_pain,  loss_of_balance. What should I do?","It seems like you have Cervical spondylosis. Don't worry.Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).You can use heating pad or cold pack, exercise, take otc pain reliver, consult doctor. "
"Hi, I have  back_pain,  weakness_in_limbs,  neck_pain,  dizziness. What should I do?","It seems like you have Cervical spondylosis. Don't worry.Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).You can use heating pad or cold pack, exercise, take otc pain reliver, consult doctor. "
"Hi, I have  back_pain,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance. What should I do?","It seems like you have Cervical spondylosis. Don't worry.Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).You can use heating pad or cold pack, exercise, take otc pain reliver, consult doctor. "
"Hi, I have  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance. What should I do?","It seems like you have Cervical spondylosis. Don't worry.Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).You can use heating pad or cold pack, exercise, take otc pain reliver, consult doctor. "
"Hi, I have  back_pain,  neck_pain,  dizziness,  loss_of_balance. What should I do?","It seems like you have Cervical spondylosis. Don't worry.Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).You can use heating pad or cold pack, exercise, take otc pain reliver, consult doctor. "
"Hi, I have  vomiting,  headache,  weakness_of_one_body_side,  altered_sensorium. What should I do?","It seems like you have Paralysis (brain hemorrhage). Don't worry.Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.You can massage, eat healthy, exercise, consult doctor. "
"Hi, I have  vomiting,  headache,  weakness_of_one_body_side,  altered_sensorium. What should I do?","It seems like you have Paralysis (brain hemorrhage). Don't worry.Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.You can massage, eat healthy, exercise, consult doctor. "
"Hi, I have  headache,  weakness_of_one_body_side,  altered_sensorium. What should I do?","It seems like you have Paralysis (brain hemorrhage). Don't worry.Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.You can massage, eat healthy, exercise, consult doctor. "
"Hi, I have  vomiting,  weakness_of_one_body_side,  altered_sensorium. What should I do?","It seems like you have Paralysis (brain hemorrhage). Don't worry.Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.You can massage, eat healthy, exercise, consult doctor. "
"Hi, I have  vomiting,  headache,  altered_sensorium. What should I do?","It seems like you have Paralysis (brain hemorrhage). Don't worry.Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.You can massage, eat healthy, exercise, consult doctor. "
"Hi, I have  vomiting,  headache,  weakness_of_one_body_side. What should I do?","It seems like you have Paralysis (brain hemorrhage). Don't worry.Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.You can massage, eat healthy, exercise, consult doctor. "
"Hi, I have  vomiting,  headache,  weakness_of_one_body_side,  altered_sensorium. What should I do?","It seems like you have Paralysis (brain hemorrhage). Don't worry.Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.You can massage, eat healthy, exercise, consult doctor. "
"Hi, I have  headache,  weakness_of_one_body_side,  altered_sensorium. What should I do?","It seems like you have Paralysis (brain hemorrhage). Don't worry.Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.You can massage, eat healthy, exercise, consult doctor. "
"Hi, I have  vomiting,  weakness_of_one_body_side,  altered_sensorium. What should I do?","It seems like you have Paralysis (brain hemorrhage). Don't worry.Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.You can massage, eat healthy, exercise, consult doctor. "
"Hi, I have  vomiting,  headache,  altered_sensorium. What should I do?","It seems like you have Paralysis (brain hemorrhage). Don't worry.Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.You can massage, eat healthy, exercise, consult doctor. "
"Hi, I have itching,  vomiting,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  dark_urine,  abdominal_pain. What should I do?","It seems like you have Jaundice. Don't worry.Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure itYou can drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication. "
"Hi, I have itching,  vomiting,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  dark_urine,  abdominal_pain. What should I do?","It seems like you have Jaundice. Don't worry.Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure itYou can drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication. "
"Hi, I have  vomiting,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  dark_urine,  abdominal_pain. What should I do?","It seems like you have Jaundice. Don't worry.Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure itYou can drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication. "
"Hi, I have itching,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  dark_urine,  abdominal_pain. What should I do?","It seems like you have Jaundice. Don't worry.Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure itYou can drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication. "
"Hi, I have itching,  vomiting,  weight_loss,  high_fever,  yellowish_skin,  dark_urine,  abdominal_pain. What should I do?","It seems like you have Jaundice. Don't worry.Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure itYou can drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication. "
"Hi, I have itching,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  abdominal_pain. What should I do?","It seems like you have Jaundice. Don't worry.Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure itYou can drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication. "
"Hi, I have itching,  vomiting,  fatigue,  weight_loss,  yellowish_skin,  dark_urine,  abdominal_pain. What should I do?","It seems like you have Jaundice. Don't worry.Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure itYou can drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication. "
"Hi, I have itching,  vomiting,  fatigue,  weight_loss,  high_fever,  dark_urine,  abdominal_pain. What should I do?","It seems like you have Jaundice. Don't worry.Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure itYou can drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication. "
"Hi, I have itching,  vomiting,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  abdominal_pain. What should I do?","It seems like you have Jaundice. Don't worry.Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure itYou can drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication. "
"Hi, I have itching,  vomiting,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  dark_urine. What should I do?","It seems like you have Jaundice. Don't worry.Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure itYou can drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication. "
"Hi, I have  chills,  vomiting,  high_fever,  sweating,  headache,  nausea,  muscle_pain. What should I do?","It seems like you have Malaria. Don't worry.An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.You can Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out. "
"Hi, I have  chills,  vomiting,  high_fever,  sweating,  headache,  nausea,  diarrhoea,  muscle_pain. What should I do?","It seems like you have Malaria. Don't worry.An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.You can Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out. "
"Hi, I have  chills,  vomiting,  high_fever,  sweating,  headache,  nausea,  diarrhoea,  muscle_pain. What should I do?","It seems like you have Malaria. Don't worry.An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.You can Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out. "
"Hi, I have  vomiting,  high_fever,  sweating,  headache,  nausea,  diarrhoea,  muscle_pain. What should I do?","It seems like you have Malaria. Don't worry.An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.You can Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out. "
"Hi, I have  chills,  high_fever,  sweating,  headache,  nausea,  diarrhoea,  muscle_pain. What should I do?","It seems like you have Malaria. Don't worry.An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.You can Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out. "
"Hi, I have  chills,  vomiting,  sweating,  headache,  nausea,  diarrhoea,  muscle_pain. What should I do?","It seems like you have Malaria. Don't worry.An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.You can Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out. "
"Hi, I have  chills,  vomiting,  high_fever,  headache,  nausea,  diarrhoea,  muscle_pain. What should I do?","It seems like you have Malaria. Don't worry.An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.You can Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out. "
"Hi, I have  chills,  vomiting,  high_fever,  sweating,  nausea,  diarrhoea,  muscle_pain. What should I do?","It seems like you have Malaria. Don't worry.An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.You can Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out. "
"Hi, I have  chills,  vomiting,  high_fever,  sweating,  headache,  diarrhoea,  muscle_pain. What should I do?","It seems like you have Malaria. Don't worry.An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.You can Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out. "
"Hi, I have  chills,  vomiting,  high_fever,  sweating,  headache,  nausea,  muscle_pain. What should I do?","It seems like you have Malaria. Don't worry.An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.You can Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out. "
"Hi, I have itching,  skin_rash,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body. What should I do?","It seems like you have Chicken pox. Don't worry.Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.You can use neem in bathing , consume neem leaves, take vaccine, avoid public places. "
"Hi, I have  skin_rash,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body. What should I do?","It seems like you have Chicken pox. Don't worry.Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.You can use neem in bathing , consume neem leaves, take vaccine, avoid public places. "
"Hi, I have itching,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body. What should I do?","It seems like you have Chicken pox. Don't worry.Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.You can use neem in bathing , consume neem leaves, take vaccine, avoid public places. "
"Hi, I have itching,  skin_rash,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body. What should I do?","It seems like you have Chicken pox. Don't worry.Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.You can use neem in bathing , consume neem leaves, take vaccine, avoid public places. "
"Hi, I have itching,  skin_rash,  fatigue,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body. What should I do?","It seems like you have Chicken pox. Don't worry.Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.You can use neem in bathing , consume neem leaves, take vaccine, avoid public places. "
"Hi, I have itching,  skin_rash,  fatigue,  lethargy,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body. What should I do?","It seems like you have Chicken pox. Don't worry.Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.You can use neem in bathing , consume neem leaves, take vaccine, avoid public places. "
"Hi, I have itching,  skin_rash,  fatigue,  lethargy,  high_fever,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body. What should I do?","It seems like you have Chicken pox. Don't worry.Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.You can use neem in bathing , consume neem leaves, take vaccine, avoid public places. "
"Hi, I have itching,  skin_rash,  fatigue,  lethargy,  high_fever,  headache,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body. What should I do?","It seems like you have Chicken pox. Don't worry.Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.You can use neem in bathing , consume neem leaves, take vaccine, avoid public places. "
"Hi, I have itching,  skin_rash,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  swelled_lymph_nodes,  malaise,  red_spots_over_body. What should I do?","It seems like you have Chicken pox. Don't worry.Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.You can use neem in bathing , consume neem leaves, take vaccine, avoid public places. "
"Hi, I have itching,  skin_rash,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  malaise,  red_spots_over_body. What should I do?","It seems like you have Chicken pox. Don't worry.Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.You can use neem in bathing , consume neem leaves, take vaccine, avoid public places. "
"Hi, I have  skin_rash,  chills,  joint_pain,  vomiting,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  muscle_pain,  red_spots_over_body. What should I do?","It seems like you have Dengue. Don't worry.an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.You can drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated. "
